0.36429,0.44444
0.25714,0.27778
0.27857,0.26111
0.28571,0.33889
0.47143,0.53333
0.29286,0.29444
0.31429,0.31667
0.37857,0.45556
0.34286,0.34444
0.32857,0.35556
0.27857,0.37222
0.33571,0.37222
0.48571,0.51111
0.40714,0.51111
0.33571,0.39444
0.27143,0.3
0.27143,0.33333
0.27857,0.36667
0.29286,0.32222
0.23571,0.31667
0.33571,0.34444
0.23571,0.30556
0.25714,0.36667
0.4,0.32778
0.41429,0.38333
0.26429,0.32778
0.38571,0.33333
0.25714,0.32222
0.36429,0.36111
0.41429,0.38889
0.27143,0.31111
0.24286,0.3
0.29286,0.33333
0.26429,0.32778
0.26429,0.26667
0.22143,0.32222
0.47143,0.54444
0.40714,0.45
0.37857,0.29444
0.4,0.46111
0.22857,0.28889
0.25,0.28889
0.21429,0.28889
0.29286,0.32222
0.39286,0.43889
0.25714,0.33889
0.24286,0.32222
0.53571,0.41667
0.25714,0.30556
0.38571,0.37778
0.44286,0.43333
0.5,0.41111
0.27143,0.3
0.27857,0.31111
0.37143,0.4
0.30714,0.3
0.24286,0.32778
0.45714,0.26667
0.23571,0.26667
0.28571,0.31111
0.5,0.43889
0.5,0.47222
0.37143,0.5
0.33571,0.35556
0.22857,0.34444
0.46429,0.36667
0.37857,0.50556
0.4,0.42222
0.42143,0.51667
0.26429,0.33889
0.24286,0.32222
0.37143,0.42222
0.27857,0.30556
0.26429,0.30556
0.41429,0.32778
0.23571,0.31667
0.24286,0.31111
0.30714,0.33333
0.27143,0.34444
0.32143,0.38889
0.4,0.43889
0.31429,0.36667
0.26429,0.32778
0.22143,0.26667
0.35,0.41111
0.44286,0.43889
0.55,0.48333
0.25,0.33333
0.22857,0.3
0.36429,0.30556
0.21429,0.29444
0.25714,0.35
0.23571,0.34444
0.25714,0.26667
0.25,0.35
0.27857,0.35
0.23571,0.30556
0.24286,0.28889
0.23571,0.29444
0.25,0.29444
