0.21795,0.39892
0.54015,0.41061
0.42594,0.38972
0.51269,0.36236
0.48805,0.43884
0.42027,0.41226
0.50034,0.35744
0.41481,0.40333
0.5369,0.41496
0.47318,0.36899
0.45445,0.38484
0.5775,0.35065
0.44428,0.36009
0.42206,0.40893
0.45673,0.41732
0.52181,0.4102
0.59077,0.40554
0.43594,0.41292
0.4535,0.39451
0.51511,0.40279
0.47983,0.49318
0.46966,0.39353
0.47891,0.38068
0.41639,0.33488
0.416,0.40721
0.57711,0.38789
0.45031,0.41111
0.55567,0.39877
0.42816,0.50217
0.55058,0.37423
0.52405,0.41267
0.44777,0.37634
0.51213,0.33452
0.49839,0.3931
0.49929,0.40671
0.56488,0.39361
0.47411,0.33478
0.28646,0.41128
0.54738,0.36324
0.64384,0.64343
0.68964,0.45873
0.49454,0.39778
0.39922,0.40198
0.54959,0.47387
0.56081,0.37018
0.47369,0.44405
0.45219,0.39512
0.53847,0.38696
0.44962,0.40404
0.46485,0.4112
0.49339,0.35889
0.48208,0.40637
0.42042,0.38329
0.51004,0.35795
0.4863,0.38796
0.43297,0.40179
0.27619,0.35362
0.42653,0.40763
0.40408,0.38678
0.45818,0.37433
0.44545,0.41977
0.56541,0.44448
0.51898,0.41406
0.51241,0.38195
0.49077,0.39998
0.4975,0.42453
0.43755,0.37868
0.50699,0.35857
0.47328,0.46167
0.44991,0.3752
0.40387,0.37357
0.53789,0.39722
0.55156,0.41233
0.37975,0.39045
0.42319,0.4617
0.41466,0.38288
0.56094,0.3761
0.39009,0.33089
0.46965,0.43243
0.45189,0.35605
0.43565,0.41439
0.3829,0.39736
0.42687,0.42922
0.57013,0.41597
0.42863,0.39728
0.44607,0.38718
0.55579,0.4179
0.51604,0.37947
0.54467,0.42159
0.54227,0.42987
0.45699,0.36202
0.45077,0.38824
0.68636,0.38855
0.41734,0.39404
0.46532,0.39826
0.73636,0.51609
0.49623,0.39784
0.41206,0.34372
0.52548,0.37988
0.57531,0.37307
