0.15959,0.37712
0.44103,0.26443
0.28238,0.38591
0.47944,0.43304
0.36247,0.3627
0.32918,0.40165
0.35827,0.35392
0.3063,0.33955
0.389,0.32675
0.31944,0.35219
0.51429,0.34055
0.28987,0.29623
0.48724,0.49279
0.4093,0.35182
0.44082,0.39754
0.35222,0.39521
0.2856,0.33063
0.42014,0.34358
0.40565,0.44624
0.33283,0.34327
0.35602,0.35794
0.31702,0.35232
0.40423,0.35822
0.34973,0.36211
0.42188,0.32625
0.3898,0.30632
0.34319,0.3724
0.33795,0.35396
0.43272,0.33955
0.27581,0.34084
0.36417,0.31546
0.32665,0.29081
0.42414,0.43113
0.32108,0.35723
0.36025,0.36579
0.3036,0.31665
0.33337,0.33317
0.32154,0.39791
0.32844,0.36898
0.36901,0.43094
0.3188,0.27436
0.49078,0.40943
0.24771,0.36201
0.29703,0.34051
0.49575,0.33899
0.30357,0.3653
0.47265,0.42764
0.33735,0.2925
0.38953,0.42639
0.48181,0.29282
0.47145,0.38177
0.32489,0.31777
0.32525,0.36599
0.31375,0.28098
0.3069,0.38689
0.34519,0.30206
0.32789,0.33332
0.40188,0.29931
0.38508,0.39144
0.42307,0.33136
0.3545,0.37882
0.51768,0.40846
0.34361,0.33174
0.43639,0.36843
0.35317,0.31026
0.36126,0.30858
0.3509,0.32561
0.35907,0.28868
0.34567,0.26987
0.29632,0.33311
0.36813,0.3818
0.31265,0.36153
0.3147,0.36641
0.34436,0.31864
0.29652,0.29039
0.32931,0.36405
0.46465,0.37247
0.33485,0.28299
0.30422,0.35621
0.42277,0.37083
0.39902,0.35987
0.31569,0.37813
0.36234,0.39466
0.34426,0.34463
0.37337,0.4259
0.32736,0.36994
0.50849,0.41264
0.28771,0.39619
0.32054,0.34137
0.36136,0.29381
0.39711,0.33631
0.46627,0.41785
0.49533,0.50921
0.29441,0.3855
0.45834,0.49546
0.46642,0.45841
0.52749,0.36722
0.41321,0.35809
0.50337,0.40559
0.34338,0.34237
