9.256627,0.642000
10.294050,0.614000
18.527477,0.654000
15.036533,0.644000
6.859983,0.650000
15.207522,0.644000
9.067655,0.636000
14.707476,0.646000
14.543691,0.640000
24.450355,0.662000
9.204491,0.646000
10.098457,0.614000
18.197731,0.648000
16.077834,0.644000
7.307838,0.664000
15.566491,0.642000
9.048344,0.630000
14.190153,0.624000
15.046125,0.644000
23.469699,0.664000
11.885691,0.642000
9.562136,0.616000
22.070296,0.652000
19.078797,0.644000
12.259910,0.654000
18.469257,0.646000
9.879180,0.640000
16.657596,0.648000
16.425784,0.646000
28.003532,0.666000
61.268981,0.590000
61.131278,0.570000
67.761982,0.598000
65.191411,0.648000
60.289875,0.614000
62.935263,0.606000
62.173415,0.592000
59.853467,0.610000
71.884883,0.594000
66.777437,0.626000
