mu,sigma,empError,accuracy
0.001000,0.001000,0.472222,0.514000
0.001000,0.100000,0.337333,0.592000
0.001000,10.000000,0.352667,0.648000
0.001000,1000.000000,0.403778,0.554000
0.100000,0.001000,0.470000,0.512000
0.100000,0.100000,0.446889,0.526000
0.100000,10.000000,0.204889,0.768000
0.100000,1000.000000,0.488667,0.508000
10.000000,0.001000,0.488667,0.508000
10.000000,0.100000,0.488667,0.508000
10.000000,10.000000,0.488444,0.508000
10.000000,1000.000000,0.488667,0.508000
